ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
3242,100,100,8,60,100,100,11,58,100,0,30,60,17,27,61,10,37,100,32,34,Daily,2023 or earlier,No Account,a university social science researcher,the US,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,15,15
3243,93,0,0,0,90,0,0,0,0,0,0,80,70,30,90,10,85,100,86,73,Weekly,2025,ChatGPT Free Subscription,an insurance company,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,15,15
3244,100,90,80,95,100,95,90,100,95,0,0,100,20,90,100,2,99,80,0,2,Daily,2024,ChatGPT Plus,an insurance company,China,studying AI risks to society,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,automatically removed,15,15
3245,30,0,0,0,30,0,0,0,0,0,0,0,100,20,100,75,20,90,40,100,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,15,15
3246,100,100,0,70,90,95,0,95,85,85,70,100,60,90,95,0,100,85,35,0,Daily,2024,ChatGPT Plus,a big tech company,the US,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,15,15
3247,56,42,0,0,70,41,0,0,45,42,46,34,97,44,100,42,35,61,68,78,Monthly,2023 or earlier,ChatGPT Free Subscription,a big tech company,China,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,15,15
3248,65,0,0,0,70,0,0,0,0,50,60,80,40,70,90,60,30,70,80,100,Less than Monthly,2024,No Account,a hospital,the US,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,15,15
3249,82,24,15,30,71,4,4,4,71,34,40,79,65,40,80,71,50,71,80,70,Weekly,2025,ChatGPT Free Subscription,a charitable foundation,the US,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,15,15
3250,81,82,32,32,81,81,63,0,0,0,0,0,82,0,100,19,40,9,100,25,Daily,2023 or earlier,ChatGPT Plus,a university social science researcher,the European Union,assessing mental health,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,15,15
3251,90,21,0,0,100,62,0,0,27,25,0,87,100,25,99,95,32,97,98,34,Weekly,2025,No Account,a university social science researcher,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3252,65,0,0,,72,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Daily,2023 or earlier,ChatGPT Plus,a government agency,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,not removed,15,15
3253,70,75,40,35,80,80,70,70,75,60,75,70,65,85,90,30,80,20,30,20,Weekly,2024,ChatGPT Plus,a charitable foundation,China,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,not removed,15,15
3254,100,35,0,0,100,0,30,0,30,0,40,30,30,50,100,30,80,60,20,30,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,studying AI risks to society,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,15,15
3255,75,75,0,30,85,85,85,85,70,65,51,60,70,30,75,55,30,60,70,75,Daily,2024,ChatGPT Free Subscription,a government agency,China,improving user experience with AI,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,15,15
3256,82,60,53,3,70,56,53,12,70,33,15,56,72,43,91,52,50,64,53,59,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,China,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,15,15
3257,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,100,100,100,Monthly,2023 or earlier,ChatGPT Plus,a university computer science researcher,China,training future AI models,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,15,15
3258,71,28,31,58,54,44,23,50,76,100,76,96,73,34,100,55,75,57,74,42,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3259,100,45,5,15,100,45,5,25,80,5,40,0,100,15,100,90,15,100,40,100,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,15,15
3260,39,20,6,0,37,29,15,0,40,19,19,55,66,71,80,55,44,68,59,78,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,15,15
3261,91,64,37,41,100,92,59,58,81,28,40,58,62,46,74,46,76,61,65,63,Less than Monthly,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,personalizing advertising,All of your conversations with ChatGPT,informed that your data was collected,anonymized,automatically removed,15,15
3262,90,70,40,18,100,80,30,18,61,30,15,60,60,40,70,30,30,80,60,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,China,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,automatically removed,15,15
3263,60,50,50,50,83,86,86,85,50,50,50,50,85,65,81,60,60,70,65,65,Daily,2023 or earlier,ChatGPT Free Subscription,a big tech company,the US,improving user experience with AI,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,not removed,15,15
3264,83,8,18,14,68,7,28,16,7,0,5,4,76,39,79,76,91,93,100,58,Weekly,2023 or earlier,ChatGPT Plus,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,15,15
3265,70,5,0,0,0,0,0,0,20,0,30,10,90,80,100,100,0,80,50,100,Less than Monthly,2024,No Account,a university social science researcher,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,15,15
3266,92,56,0,0,63,65,0,0,73,2,62,76,100,21,100,95,7,65,59,100,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3267,100,20,100,0,100,0,100,0,100,100,100,100,100,15,78,80,11,62,61,71,Monthly,2024,No Account,a university computer science researcher,China,fighting terrorism,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,automatically removed,15,15
3268,25,25,0,5,10,10,0,10,15,0,0,0,100,80,100,100,20,95,95,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the US,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,15,15
3269,70,40,30,30,70,50,40,40,70,40,60,60,60,40,80,30,80,30,70,20,Daily,2024,ChatGPT Free Subscription,a charitable foundation,China,creating a public dataset for AI research,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,15,15
3270,87,62,32,49,84,70,74,83,25,4,67,25,39,39,96,34,17,90,30,97,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,predicting human behavior,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,automatically removed,15,15
3271,100,100,100,100,100,100,100,100,100,0,0,100,66,37,65,19,85,69,22,26,Daily,2023 or earlier,ChatGPT Plus,a charitable foundation,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3272,75,20,20,25,20,10,5,0,65,30,80,60,75,30,90,30,80,15,90,85,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3273,65,50,40,40,60,40,40,40,40,55,55,60,75,75,100,65,70,60,60,61,Monthly,2023 or earlier,ChatGPT Free Subscription,a hospital,the European Union,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,not removed,15,15
3274,81,20,0,10,50,0,0,0,61,0,0,64,62,60,78,56,56,77,65,82,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,15,15
3275,10,0,0,0,10,0,0,0,0,0,0,0,80,40,90,80,10,60,61,60,Less than Monthly,2025,ChatGPT Free Subscription,an insurance company,the European Union,assessing mental health,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,not removed,15,15
3276,100,40,0,0,90,40,0,0,50,0,0,70,90,80,100,70,60,55,80,75,Daily,2024,ChatGPT Free Subscription,a hospital,the European Union,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,15,15
3277,8,3,0,0,15,13,19,10,59,70,63,31,68,77,65,74,71,69,85,69,Weekly,2024,ChatGPT Free Subscription,a big tech company,China,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,15,15
3278,62,62,32,61,90,90,46,60,50,32,34,33,75,10,76,81,30,60,62,67,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,15,15
3279,80,0,100,5,100,5,55,0,100,0,75,10,65,80,100,15,55,100,100,25,Monthly,2024,ChatGPT Free Subscription,a big tech company,China,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,automatically removed,15,15
3280,74,35,14,15,70,60,39,26,70,4,0,10,22,40,72,30,20,72,88,75,Daily,2023 or earlier,ChatGPT Plus,a hospital,the US,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,15,15
3281,65,0,0,63,100,100,100,100,62,14,69,59,100,55,100,100,0,90,71,100,Daily,2024,ChatGPT Plus,a university computer science researcher,China,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,15,15
3282,77,76,24,21,76,77,24,18,70,0,0,72,77,54,73,62,61,84,66,72,Weekly,2024,No Account,a government agency,the European Union,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,automatically removed,15,15
3283,57,59,57,59,58,64,60,67,51,54,72,53,58,62,68,55,55,57,61,59,Weekly,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,15,15
3284,0,100,0,0,100,100,0,0,100,0,0,100,100,50,100,100,50,50,100,100,Daily,2023 or earlier,ChatGPT Free Subscription,a hospital,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,15,15
3285,73,32,8,40,78,30,17,29,27,36,46,53,95,85,81,90,15,100,100,100,Less than Monthly,2025,No Account,an insurance company,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,not removed,15,15
3286,50,82,66,50,85,92,62,45,100,100,100,100,75,50,100,50,90,85,100,24,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the European Union,studying AI risks to society,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,15,15
3287,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,92,94,80,Monthly,2023 or earlier,ChatGPT Plus,an insurance company,the US,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3288,75,75,75,100,100,100,100,100,50,0,0,100,80,0,100,100,0,60,80,0,Daily,2023 or earlier,ChatGPT Plus,a government agency,the US,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,automatically removed,15,15
3289,60,30,5,5,70,35,5,5,60,0,10,30,80,40,90,20,30,40,75,70,Monthly,2024,ChatGPT Free Subscription,a government agency,the US,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,15,15
3290,64,63,0,0,83,82,0,0,70,0,0,58,100,30,100,25,0,71,24,82,Less than Monthly,2025,ChatGPT Free Subscription,a government agency,the US,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,15,15
3291,20,0,0,5,20,5,20,15,10,0,10,0,100,20,100,100,20,100,85,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the US,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,15,15
3292,73,71,0,0,100,74,0,0,66,0,0,63,100,0,100,100,20,89,74,84,Monthly,2024,ChatGPT Free Subscription,a government agency,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,15,15
3293,100,75,0,25,100,30,0,30,100,100,100,100,10,75,100,5,80,3,25,10,Daily,2023 or earlier,ChatGPT Plus,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,15,15
3294,40,18,0,0,27,0,0,0,62,0,0,31,70,41,100,80,7,60,100,85,Less than Monthly,2024,No Account,a government agency,the European Union,training future AI models,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,not removed,15,15
3295,67,85,0,0,62,75,0,0,67,12,13,68,66,59,100,62,62,92,62,81,Monthly,2024,No Account,a university computer science researcher,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,15,15
3296,92,50,32,6,100,64,39,0,75,78,50,77,25,23,65,52,60,90,50,50,Weekly,2024,ChatGPT Free Subscription,a big tech company,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,15,15
3297,50,70,50,10,60,70,20,10,65,0,0,0,60,75,90,35,65,35,10,40,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a government agency,China,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,15,15
3298,69,41,18,12,80,34,16,7,64,36,55,64,80,40,72,80,26,62,77,74,Weekly,2024,No Account,a charitable foundation,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,15
3299,15,35,5,0,5,0,0,0,81,25,36,66,94,60,89,87,25,91,84,76,Weekly,2024,ChatGPT Free Subscription,an insurance company,the US,creating a public dataset for AI research,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,15,15
3300,80,10,0,0,90,40,0,0,60,0,60,0,80,60,100,40,80,70,40,60,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the US,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,70,30
3301,80,50,15,15,80,80,10,10,80,80,80,80,71,50,90,70,50,80,50,70,Weekly,2024,ChatGPT Free Subscription,a government agency,the European Union,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,70,50
3302,69,0,0,17,0,0,0,0,0,0,0,65,98,12,90,100,2,90,92,99,Daily,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,0,100
3303,78,26,2,7,95,10,0,0,17,0,2,0,100,19,100,100,19,87,31,100,Monthly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,assessing mental health,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,62,83
3304,60,10,0,50,88,9,0,50,55,0,0,31,100,12,96,89,25,86,95,77,Daily,2024,ChatGPT Free Subscription,a university computer science researcher,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,77,28
3305,100,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Monthly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,studying AI risks to society,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,0,100
3306,100,20,5,20,29,20,10,25,30,39,70,61,80,31,72,71,32,90,41,97,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,20,75
3307,13,0,0,0,14,0,0,0,0,0,0,0,100,21,100,85,18,77,91,100,Monthly,2024,ChatGPT Free Subscription,a hospital,China,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,0,100
3308,81,0,0,0,100,0,0,0,0,0,0,0,100,0,100,100,0,100,65,100,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,not anonymized,not removed,50,92
3309,46,8,0,3,53,45,0,0,37,54,53,60,70,54,100,25,80,87,63,77,Less than Monthly,2025,No Account,an insurance company,the European Union,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,18,60
3310,71,70,60,50,70,70,70,60,61,20,20,66,90,19,91,81,18,80,60,70,Weekly,2024,ChatGPT Free Subscription,a big tech company,the European Union,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,20,81
3311,100,70,40,20,100,70,40,20,70,10,50,80,60,30,80,50,50,60,50,50,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,35,75
3312,68,27,11,12,71,31,15,13,35,4,8,22,82,30,100,67,31,72,34,78,Less than Monthly,2024,No Account,a hospital,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,9,90
3313,41,33,31,25,27,29,19,35,36,32,28,36,87,27,82,78,50,79,69,71,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the European Union,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,automatically removed,23,71
3314,30,0,0,0,80,0,0,0,100,0,0,60,100,10,100,85,0,80,40,100,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,55,80
3315,24,36,35,26,30,27,34,23,27,14,17,22,80,50,93,76,70,77,61,68,Daily,2024,ChatGPT Plus,a university social science researcher,China,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,7,95
3316,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,100,50,100,100,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,0,100
3317,68,13,0,0,72,0,0,0,63,50,50,62,79,19,90,91,9,84,88,86,Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,improving user experience with AI,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,57,50
3318,100,35,50,60,100,45,80,80,10,0,0,79,65,40,80,85,20,45,100,98,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,1,100
3319,3,7,0,0,55,54,12,11,21,5,10,0,75,55,72,25,85,59,88,94,Daily,2023 or earlier,ChatGPT Plus,an insurance company,China,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,21,81
3320,66,23,10,25,9,2,0,7,34,80,17,87,81,42,94,68,28,83,72,96,Daily,2023 or earlier,ChatGPT Plus,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,14,89
3321,71,20,0,0,74,50,0,0,49,0,4,59,59,80,100,17,83,50,70,50,Weekly,2025,ChatGPT Free Subscription,a hospital,China,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,71,12
3322,59,7,0,25,90,6,0,5,0,0,0,56,68,81,93,91,42,100,85,92,Weekly,2025,ChatGPT Free Subscription,a charitable foundation,China,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,24,58
3323,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,100,100,100,Less than Monthly,2024,No Account,a charitable foundation,the European Union,fighting terrorism,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,not removed,0,100
3324,37,34,20,28,39,36,23,13,23,24,20,20,83,41,87,55,31,63,48,63,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,12,85
3325,51,61,29,34,83,61,71,72,76,22,13,61,80,71,80,71,67,77,42,72,Daily,2024,ChatGPT Plus,a hospital,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,not removed,37,59
3326,71,62,95,82,68,21,25,59,60,30,50,56,50,28,100,100,100,84,71,98,Daily,2023 or earlier,ChatGPT Plus,a government agency,the European Union,training future AI models,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,62,83
3327,66,71,70,69,60,59,59,47,69,69,69,68,51,60,80,81,61,83,40,55,Daily,2024,ChatGPT Free Subscription,an insurance company,China,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,automatically removed,55,76
3328,60,0,0,0,100,0,0,0,10,20,40,30,90,30,100,75,20,100,100,100,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,65,15
3329,80,0,0,5,95,5,0,15,10,45,50,5,65,50,75,45,60,80,40,35,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the European Union,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,45,50
3330,73,31,34,34,77,54,55,55,46,31,46,61,84,72,100,67,62,66,87,62,Weekly,2025,ChatGPT Free Subscription,an insurance company,the US,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,not removed,12,91
3331,65,50,20,20,60,50,20,20,65,20,20,60,70,50,90,70,80,100,70,70,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,training future AI models,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,automatically removed,64,18
3332,63,11,0,0,59,0,0,0,72,0,0,68,65,41,83,42,37,65,39,86,Monthly,2024,No Account,an insurance company,the European Union,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,38,72
3333,0,10,0,20,0,0,0,0,0,0,0,0,87,28,100,78,18,88,19,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the US,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,73,28
3334,82,10,1,18,91,56,13,27,20,32,35,76,72,40,79,71,40,70,89,82,Daily,2025,ChatGPT Free Subscription,a hospital,China,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,32,62
3335,40,20,6,14,30,29,13,15,28,23,13,23,83,30,97,94,36,85,75,90,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,automatically removed,17,84
3336,0,0,0,0,20,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,60,82
3337,73,73,0,0,100,100,100,100,100,100,100,100,100,7,100,100,0,100,100,100,Daily,2023 or earlier,ChatGPT Free Subscription,a big tech company,China,creating a public dataset for AI research,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,85,68
3338,1,0,0,0,0,0,0,0,0,0,0,0,98,1,100,0,7,80,97,98,Monthly,2024,No Account,a big tech company,China,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,not removed,0,100
3339,50,30,0,0,50,30,0,0,30,0,0,30,70,30,80,60,20,70,60,50,Less than Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,automatically removed,55,60
3340,80,60,0,0,67,53,0,0,69,11,32,45,90,8,100,84,31,70,44,91,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,45,75
3341,94,93,92,97,97,96,85,96,93,85,88,94,21,84,98,16,97,14,51,19,Daily,2024,No Account,a charitable foundation,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,81,69
3342,40,30,21,30,30,22,20,25,20,30,30,50,75,50,90,50,40,70,80,90,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,20,84
3343,67,29,41,27,67,23,36,34,71,29,84,76,66,76,86,37,54,59,61,67,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,studying AI risks to society,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,not removed,56,43
3344,63,38,61,59,35,47,59,49,79,33,60,63,78,61,73,68,66,68,72,71,Weekly,2025,ChatGPT Free Subscription,a hospital,China,fighting terrorism,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,18,88
3345,0,0,0,0,0,0,0,0,0,0,0,0,100,55,100,80,20,100,100,100,Daily,2023 or earlier,ChatGPT Pro,a hospital,the European Union,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,15,85
3346,39,38,33,61,84,76,56,87,57,57,60,92,58,58,60,60,56,86,58,64,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the US,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,37,63
